iter	Logloss
205	0.5044677495
206	0.5044046063
207	0.5043728141
208	0.5043212427
209	0.5042822733
210	0.5042597816
211	0.5042153037
212	0.5041622385
213	0.5041227248
214	0.5040589266
215	0.5040263697
216	0.503972449
217	0.5039232899
218	0.5038756683
219	0.5038382914
220	0.5037775779
221	0.5037276185
222	0.5036829221
223	0.5036298806
224	0.5035831561
225	0.5035338185
226	0.5034893597
227	0.5034584
228	0.5034097334
229	0.5033579416
230	0.5033037159
231	0.5032507622
232	0.5031958892
233	0.503152398
234	0.5031056094
235	0.5030727748
236	0.503029594
237	0.5029950041
238	0.5029577428
239	0.5029237345
240	0.5028789528
241	0.5028489168
242	0.5027917585
243	0.5027594386
244	0.5027140405
245	0.5026607362
246	0.5026175231
247	0.5025847987
248	0.5025762758
249	0.5025385427
250	0.5025130743
251	0.5024802431
252	0.5024364104
253	0.502401366
254	0.5023677121
255	0.50232211
256	0.5022845888
257	0.5022486324
258	0.5022217848
259	0.5021840238
260	0.5021460591
261	0.502094578
262	0.5020455037
263	0.5020165407
264	0.5019644365
265	0.5019306378
266	0.5018865262
267	0.5018565329
268	0.5018195477
269	0.5017611787
270	0.501712635
271	0.5016625249
272	0.5016353309
273	0.5015855013
274	0.5015602637
275	0.5015158076
276	0.5014832215
277	0.5014443128
278	0.5014152342
279	0.5013857649
280	0.5013709605
281	0.5013244693
282	0.5012929576
283	0.5012482514
284	0.5012205769
285	0.501195328
286	0.5011662141
287	0.5011409201
288	0.5011089056
289	0.5010720606
290	0.5010403116
291	0.5010127169
292	0.5009825551
293	0.5009420868
294	0.5009057736
295	0.5008653563
296	0.5008426089
297	0.5008227082
298	0.5007716472
299	0.5007375962
300	0.5007131031
301	0.5006837159
302	0.5006502726
303	0.5006085001
304	0.5005717369
305	0.5005374612
306	0.5004914
307	0.5004554493
308	0.5004295788
309	0.5003921504
310	0.5003675167
311	0.5003339429
312	0.5002775963
313	0.5002431823
314	0.5002183637
315	0.5001700325
316	0.500150542
317	0.5000993869
318	0.5000405021
319	0.4999833848
320	0.499954943
321	0.4999022466
322	0.4998601273
323	0.4998173701
324	0.4997703138
325	0.499744639
326	0.4997089688
327	0.4996718163
328	0.4996337057
329	0.4995909902
330	0.4995715866
331	0.499544691
332	0.4994968313
333	0.4994628824
334	0.4994077286
335	0.4993594984
336	0.4993287249
337	0.4992975193
338	0.4992543106
339	0.4992347145
340	0.4992122166
341	0.4991790273
342	0.4991428882
343	0.4991126176
344	0.4990844312
345	0.4990403557
346	0.499016238
347	0.4989736432
348	0.4989480463
349	0.4989263072
350	0.4988883058
351	0.4988619359
352	0.4988358931
353	0.4987909284
354	0.4987428098
355	0.4987137473
356	0.4986693618
357	0.4986308042
358	0.4985837206
359	0.4985479007
360	0.4985024331
361	0.498456075
362	0.4984283041
363	0.4983843388
364	0.4983419644
365	0.4983119464
366	0.498277621
367	0.4982275183
368	0.4982018696
369	0.4981709753
370	0.4981321575
371	0.4980998378
372	0.4980574931
373	0.4980190191
374	0.4979863509
375	0.497959122
376	0.4979123058
377	0.4978603296
378	0.4978148338
379	0.4977623363
380	0.4977156145
381	0.4976876967
382	0.4976544549
383	0.4976179372
384	0.4975959771
385	0.4975688264
386	0.4975265076
387	0.4975026158
388	0.4974791734
389	0.4974437205
390	0.4974072961
391	0.4973617932
392	0.4973339273
393	0.4973206868
394	0.4972841035
395	0.4972445755
396	0.4972260601
397	0.497211877
398	0.4971829599
399	0.4971405993
400	0.497085983
401	0.4970715241
402	0.4970451464
403	0.4970249321
404	0.4969839495
405	0.4969402728
406	0.4968978907
407	0.4968706863
408	0.496818772
409	0.4967865306
410	0.4967380489
411	0.4966997714
412	0.4966648434
413	0.496612313
414	0.4965694565
415	0.4965236178
416	0.4964963281
417	0.4964694469
418	0.4964466645
419	0.4964247553
420	0.496396824
421	0.4963696636
422	0.4963322739
423	0.4962910061
424	0.4962632403
425	0.4962194279
426	0.496185276
427	0.4961607637
428	0.4961316097
429	0.4960925992
430	0.4960535589
431	0.4960079644
432	0.4959782809
433	0.4959673067
434	0.4959270164
435	0.4958818095
436	0.4958273653
437	0.4957942339
438	0.4957329406
439	0.4956845298
440	0.4956313746
441	0.495614077
442	0.4955677949
443	0.4955403608
444	0.4955126537
445	0.4954989339
446	0.4954835062
447	0.4954540894
448	0.4954214608
449	0.4953794119
450	0.495346987
451	0.4953039707
452	0.4952603788
453	0.495232406
454	0.4952106433
455	0.4951738861
456	0.4951555362
457	0.4951147302
458	0.4950755168
459	0.4950559843
460	0.4950203552
461	0.4949705189
462	0.4949402381
463	0.49489537
464	0.4948488675
465	0.4948170118
466	0.4948061663
467	0.494775038
468	0.4947219419
469	0.4946847705
470	0.4946515989
471	0.4946220475
472	0.4946038352
473	0.4945801921
474	0.4945514398
475	0.494518179
476	0.4944833127
477	0.4944426012
478	0.4944030776
479	0.4943909165
480	0.4943542955
481	0.4943354049
482	0.4943024868
483	0.4942733927
484	0.4942292477
485	0.4941934517
486	0.4941731088
487	0.4941328041
488	0.4940878309
489	0.4940730262
490	0.4940411888
491	0.4939982942
492	0.4939549587
493	0.4939414053
494	0.4938974099
495	0.4938568138
496	0.4938173319
497	0.4937804035
498	0.4937372286
499	0.493697726
500	0.4936668807
501	0.4936274901
502	0.4936000642
503	0.4935661779
504	0.4935395287
505	0.4935130589
506	0.4934690707
507	0.4934447163
508	0.4934354572
509	0.4933954545
510	0.4933568792
511	0.4933178568
512	0.4932835633
513	0.4932437473
514	0.493219514
515	0.493180456
516	0.4931424625
517	0.4931158153
518	0.4930898534
519	0.4930566349
520	0.4930122258
521	0.4929952331
522	0.4929658074
523	0.492929237
524	0.4928970886
525	0.4928569514
526	0.492832998
527	0.492805937
528	0.4927781252
529	0.4927433548
530	0.4927192332
531	0.4926890904
532	0.4926713866
533	0.4926453858
534	0.4926093308
535	0.4925741641
536	0.492538551
537	0.4924984373
538	0.4924748421
539	0.4924362651
540	0.4924047932
541	0.4923724098
542	0.4923519114
543	0.4923292068
544	0.4923179548
545	0.4922770996
546	0.4922534604
547	0.4922126651
548	0.4921619049
549	0.4921187654
550	0.4921022483
551	0.4920815966
552	0.4920729906
553	0.4920311584
554	0.4919930598
555	0.4919601772
556	0.4919366519
557	0.4919118752
558	0.4918760875
559	0.4918498751
560	0.4918349613
561	0.4918199006
562	0.4917876636
563	0.4917571206
564	0.4917299686
565	0.4917047419
566	0.4916793048
567	0.4916515562
568	0.4916339716
569	0.4915997368
570	0.4915769575
571	0.4915336325
572	0.4915163069
573	0.4914953134
574	0.4914829054
575	0.4914741968
576	0.4914404985
577	0.4914066736
578	0.491367386
579	0.4913358573
580	0.491294571
581	0.4912669354
582	0.4912244479
583	0.4912017826
584	0.491155596
585	0.491120233
586	0.4910888954
587	0.4910479894
588	0.4910285887
589	0.491004797
590	0.4909699198
591	0.4909544666
592	0.4909161526
593	0.4908940739
594	0.49088877
595	0.4908577914
596	0.4908239621
597	0.490783415
598	0.4907509028
599	0.490713246
600	0.4906686135
601	0.4906465882
602	0.4906212186
603	0.4906169841
604	0.4905973832
605	0.4905693461
606	0.4905325987
607	0.4904949034
608	0.4904498861
609	0.4904138762
610	0.4903904469
611	0.4903609447
612	0.4903241401
613	0.4902858279
614	0.4902447024
615	0.4902029784
616	0.4901758
617	0.4901409911
618	0.4901005392
619	0.4900729636
620	0.4900449823
621	0.4900122304
622	0.4899943604
623	0.4899760591
624	0.4899346097
625	0.4899170603
626	0.4898972829
627	0.4898708353
628	0.4898466246
629	0.4898269426
630	0.4897942475
631	0.4897594497
632	0.4897317972
633	0.4896963126
634	0.4896682235
635	0.4896337277
636	0.4895957009
637	0.4895707925
638	0.4895248869
639	0.4894972158
640	0.4894648329
641	0.4894423412
642	0.4894187053
643	0.4893920198
644	0.4893682925
645	0.4893513928
646	0.4893138595
647	0.4892906316
648	0.4892608676
649	0.4892469242
650	0.489209159
651	0.4891847882
652	0.4891410604
653	0.4891292742
654	0.4890950656
655	0.489069097
656	0.4890482296
657	0.4890397624
658	0.489029953
659	0.4889927772
660	0.4889857362
661	0.4889535963
662	0.4889160557
663	0.4888971788
664	0.4888705434
665	0.4888504689
666	0.4888147357
667	0.4887744399
668	0.4887530661
669	0.4887264544
670	0.4886939193
671	0.4886757208
672	0.4886503043
673	0.4886206977
674	0.4885926976
675	0.48856332
676	0.4885328066
677	0.4884924914
678	0.4884668794
679	0.4884356526
680	0.4883984678
681	0.4883736872
682	0.4883481688
683	0.4883234085
684	0.488296412
685	0.4882638666
686	0.4882441375
687	0.4882162259
688	0.4881877491
689	0.4881615825
690	0.4881157267
691	0.4880900648
692	0.4880650645
693	0.4880481879
694	0.4880242138
695	0.4880066982
696	0.4879894765
697	0.4879722013
698	0.4879371147
699	0.4879104035
700	0.487873697
701	0.4878453712
702	0.4878088098
703	0.487778216
704	0.4877517974
705	0.4877182391
706	0.4876953775
707	0.4876518657
708	0.4876316723
709	0.4876199752
710	0.4875997928
711	0.4875905913
712	0.4875613163
713	0.4875294106
714	0.4875053766
715	0.4874817903
716	0.4874559143
717	0.4874381167
718	0.4874172291
719	0.4873745232
720	0.4873445145
721	0.4873163007
722	0.4872944893
723	0.4872504351
724	0.4872330141
725	0.4872103391
726	0.4871935295
727	0.4871768994
728	0.4871436474
729	0.487116785
730	0.4870801426
731	0.487053846
732	0.4870251333
733	0.4869993833
734	0.4869688434
735	0.4869488715
736	0.4869274856
737	0.4868929063
738	0.4868719899
739	0.4868502247
740	0.4868306466
741	0.4868096146
742	0.486774696
743	0.48675292
744	0.4867323065
745	0.4867072775
746	0.4866916738
747	0.486669282
748	0.4866474633
749	0.4866166794
750	0.4865923404
751	0.4865608091
752	0.4865344769
753	0.4865046579
754	0.4864831313
755	0.4864416633
756	0.4864308357
757	0.4864023415
758	0.486378742
759	0.4863447575
760	0.4863205446
761	0.4862879228
762	0.4862646052
763	0.4862263646
764	0.486194309
765	0.4861668608
766	0.4861532847
767	0.4861221218
768	0.4860989662
769	0.4860806249
770	0.4860547754
771	0.4860300323
772	0.4860064694
773	0.485968667
774	0.4859318779
775	0.4859249092
776	0.4858999406
777	0.4858886061
778	0.48585024
779	0.4858217295
780	0.4857973228
781	0.4857611446
782	0.4857364084
783	0.4857164203
784	0.4856898416
785	0.4856742675
786	0.4856395588
787	0.4856297256
788	0.485603975
789	0.485600616
790	0.4855774868
791	0.4855493084
792	0.4855447641
793	0.4855201227
794	0.4854863454
795	0.4854643271
796	0.485449887
797	0.4854180603
798	0.4853984832
799	0.4853634217
800	0.4853406288
801	0.4853199034
802	0.4853127155
803	0.4852918369
804	0.485259918
805	0.4852386289
806	0.4852067947
807	0.4851899636
808	0.4851614475
809	0.4851506567
810	0.4851291488
811	0.4851143683
812	0.4850830756
813	0.4850582694
814	0.4850199822
815	0.484989427
816	0.4849694154
817	0.4849518243
818	0.4849150036
819	0.4848736139
820	0.4848501791
821	0.4848203057
822	0.4847975155
823	0.4847675908
824	0.4847655322
825	0.4847448924
826	0.484739794
827	0.4847169746
828	0.4846930488
829	0.4846678282
830	0.4846421181
831	0.4846211061
832	0.4845964241
833	0.4845838279
834	0.4845673571
835	0.4845611433
836	0.4845467642
837	0.4845306537
838	0.4845079559
839	0.4845000446
840	0.484468688
841	0.4844433377
842	0.4844378051
843	0.4844026373
844	0.4843656043
845	0.484342671
846	0.484315154
847	0.484294457
848	0.4842581348
849	0.4842252531
850	0.4842072665
851	0.4841720286
852	0.4841416632
853	0.4841241256
854	0.4841155578
855	0.4841110882
856	0.4840808548
857	0.4840605761
858	0.4840433999
859	0.4840112644
860	0.4839880057
861	0.4839539655
862	0.4839315386
863	0.4839128982
864	0.4838897333
865	0.4838783804
866	0.483856632
867	0.483839066
868	0.4838124528
869	0.4837720049
870	0.4837419248
871	0.4837127876
872	0.4836893255
873	0.4836711502
874	0.4836520174
875	0.4836332947
876	0.4835961124
877	0.4835769475
878	0.483542456
879	0.483515622
880	0.4834921711
881	0.4834807423
882	0.4834605256
883	0.48342844
884	0.4833991422
885	0.4833831831
886	0.4833493789
887	0.4833185913
888	0.4832894839
889	0.4832637809
890	0.4832455752
891	0.483218428
892	0.4832000596
893	0.4831854436
894	0.4831579479
895	0.4831521427
896	0.4831389497
897	0.4831170018
898	0.4830943205
899	0.4830741236
900	0.483069356
901	0.4830368173
902	0.4830160309
903	0.4829871728
904	0.4829686824
905	0.4829458241
906	0.4829209209
907	0.4828976112
908	0.4828841999
909	0.4828573072
910	0.4828415286
911	0.4828037435
912	0.4827872849
913	0.4827656529
914	0.4827428368
915	0.4827275602
916	0.4827058253
917	0.4826872573
918	0.4826686569
919	0.4826574177
920	0.4826472687
921	0.4826289395
922	0.4826105071
923	0.4825930407
924	0.4825768141
925	0.4825503806
926	0.4825037492
927	0.4824935818
928	0.4824639752
929	0.4824535991
930	0.4824335831
931	0.4824064353
932	0.4823885856
933	0.482372894
934	0.4823599236
935	0.4823239683
936	0.4823025703
937	0.4822847129
938	0.4822528541
939	0.4822404625
940	0.4822324451
941	0.4822032197
942	0.4821794667
943	0.4821457893
944	0.4821234303
945	0.4820969463
946	0.4820532466
947	0.4820120608
948	0.482000477
949	0.481991452
950	0.4819724158
951	0.4819655796
952	0.4819370976
953	0.4819210607
954	0.4819055494
955	0.481889375
956	0.4818722378
957	0.4818467022
958	0.4818341818
959	0.4818040126
960	0.4817648578
961	0.4817461242
962	0.4817214573
963	0.4816917397
964	0.4816643399
965	0.4816548631
966	0.4816333202
967	0.4816234573
968	0.4816007248
969	0.4815602787
970	0.4815350263
971	0.4815181047
972	0.4815024125
973	0.4814799708
974	0.4814487207
975	0.4814295454
976	0.4814260909
977	0.4813999609
978	0.4813755393
979	0.4813453148
980	0.4813398789
981	0.481319241
982	0.4812995323
983	0.4812831607
984	0.4812625733
985	0.4812401943
986	0.4812063672
987	0.4811971414
988	0.4811705274
989	0.4811469249
990	0.4811180261
991	0.4810840992
992	0.4810518443
993	0.4810266085
994	0.4810188232
995	0.4809943441
996	0.4809857103
997	0.4809706524
998	0.4809498223
999	0.4809405704
